UserID,Version,Age,IncomeBracket,CreditScoreRange,ExistingCustomer,SessionDuration_seconds,ApplicationCompleted
1697,A,62,High,Fair,True,471,False
1698,B,40,Medium,Excellent,False,229,False
1699,A,64,Low,Good,False,186,False
1700,A,48,Low,Good,True,516,False
1701,B,28,Very High,Poor,True,241,False
1702,A,27,High,Good,True,163,False
1703,A,20,High,Poor,False,177,False
1704,A,71,High,Fair,True,365,False
1705,A,31,Medium,Poor,False,100,False
1706,B,33,Medium,Good,False,262,False
1707,A,27,Medium,Fair,False,363,False
1708,B,46,Medium,Fair,True,840,True
1709,A,27,Medium,Excellent,False,201,False
1710,B,29,High,Fair,True,119,False
1711,B,47,Medium,Good,False,363,False
1712,B,58,High,Fair,False,228,False
1713,A,18,Medium,Poor,True,190,False
1714,A,22,Medium,Good,False,567,False
1715,A,37,Medium,Poor,False,150,False
1716,B,25,Medium,Good,False,330,False
1717,B,60,High,Good,True,243,False
1718,B,29,Low,Good,False,359,False
1719,A,18,Medium,Good,False,465,False
1720,B,74,Low,Fair,False,97,False
1721,B,71,Medium,Poor,False,119,False
1722,A,37,Medium,Good,True,488,True
1723,A,45,High,Good,False,543,False
1724,B,74,Very High,Good,False,427,False
1725,B,60,Medium,Good,False,649,True
1726,B,54,High,Good,False,315,False
1727,A,64,Medium,Good,True,590,False
1728,B,54,Medium,Fair,True,169,False
1729,A,29,Low,Good,True,759,True
1730,A,54,Medium,Good,True,585,False
1731,A,66,Medium,Fair,False,215,False
1732,B,66,Medium,Excellent,True,187,False
1733,B,73,Low,Excellent,True,388,False
1734,B,61,Low,Good,False,495,False
1735,A,73,Medium,Poor,False,517,False
1736,B,45,Very High,Fair,False,311,False
1737,A,64,Medium,Good,False,46,False
1738,B,32,Medium,Excellent,True,355,False
1739,A,23,Low,Fair,False,575,False
1740,A,61,Medium,Poor,False,231,False
1741,A,37,Medium,Excellent,True,486,False
1742,A,67,Low,Fair,False,116,False
1743,B,31,Medium,Good,False,108,False
1744,B,19,Low,Excellent,True,234,True
1745,A,26,Low,Poor,True,36,False
1746,B,54,Low,Good,True,366,False
1747,A,37,Low,Poor,True,283,False
1748,B,43,Low,Fair,False,333,False
1749,B,46,Medium,Good,False,409,False
1750,B,18,High,Fair,True,159,False
1751,A,72,Medium,Excellent,False,257,False
1752,B,52,Medium,Good,False,305,False
1753,B,23,Medium,Fair,False,163,False
1754,A,54,Very High,Fair,False,587,False
1755,A,70,Medium,Fair,True,212,False
1756,B,22,Low,Fair,False,297,False
1757,B,50,Medium,Poor,False,288,False
1758,B,66,Low,Fair,False,351,False
1759,B,68,Medium,Good,False,541,False
1760,B,31,Medium,Good,True,130,False
1761,A,29,High,Good,False,107,False
1762,A,59,Medium,Good,True,492,False
1763,A,37,High,Poor,False,368,False
1764,B,70,Very High,Fair,False,535,False
1765,A,67,Low,Good,True,585,False
1766,B,41,Medium,Good,False,538,False
1767,B,60,Medium,Poor,True,267,False
1768,B,51,Medium,Good,False,163,False
1769,A,42,Medium,Good,False,221,False
1770,B,67,Very High,Good,False,385,True
1771,A,46,High,Poor,False,307,False
1772,B,74,Medium,Good,False,47,False
1773,A,56,Medium,Good,False,553,True
1774,A,48,High,Good,False,209,False
1775,B,73,Very High,Good,False,152,False
1776,A,64,High,Good,True,275,False
1777,A,60,Low,Good,False,317,False
1778,B,67,Medium,Poor,True,402,True
1779,B,40,Low,Good,False,156,True
1780,B,61,Medium,Good,True,100,False
1781,B,55,Low,Good,True,509,False
1782,B,37,Medium,Fair,False,589,False
1783,A,40,High,Fair,False,48,False
1784,A,62,Low,Excellent,True,496,False
1785,A,69,Medium,Good,True,113,False
1786,B,33,Medium,Excellent,False,184,True
1787,B,67,Medium,Good,False,594,False
1788,A,59,Low,Good,True,462,False
1789,A,72,Medium,Good,True,386,False
1790,B,25,High,Excellent,False,432,False
1791,A,67,Low,Good,True,444,False
1792,B,38,Low,Good,False,472,False
1793,B,18,Medium,Fair,False,98,False
1794,B,72,Very High,Good,False,552,False
1795,A,25,High,Good,True,172,False
1796,B,46,High,Fair,False,221,False
1797,B,49,Medium,Fair,False,416,False
1798,B,55,Medium,Fair,False,407,False
1799,B,22,Low,Fair,False,195,False
1800,B,64,Medium,Fair,False,564,False
1801,B,39,Very High,Fair,False,533,False
1802,A,64,Medium,Excellent,False,322,False
1803,B,51,High,Good,False,38,False
1804,B,18,High,Fair,False,300,False
1805,A,72,Low,Poor,False,416,False
1806,B,72,Very High,Good,True,122,True
1807,B,43,Low,Fair,False,558,True
1808,B,60,Medium,Good,False,183,False
1809,A,27,Low,Good,True,434,False
1810,A,47,Low,Good,True,489,False
1811,B,67,Medium,Fair,False,178,False
1812,B,35,Medium,Good,False,296,False
1813,A,34,Medium,Fair,False,451,False
1814,B,43,Medium,Excellent,True,50,False
1815,B,25,Low,Good,False,44,False
1816,B,64,Low,Fair,True,501,False
1817,B,57,Medium,Fair,False,576,False
1818,A,66,Medium,Fair,True,509,False
1819,A,29,High,Good,True,555,False
1820,A,44,High,Fair,True,532,False
1821,B,25,High,Good,True,43,False
1822,A,42,High,Fair,True,550,False
1823,A,63,Medium,Good,True,448,False
1824,A,21,High,Good,False,835,True
1825,B,50,Medium,Good,False,393,False
1826,B,18,Medium,Good,True,148,True
1827,A,36,High,Fair,False,267,False
1828,A,48,Medium,Poor,True,575,False
1829,B,33,High,Good,False,198,False
1830,A,31,High,Fair,True,551,False
1831,A,70,High,Fair,True,96,False
1832,A,65,Very High,Poor,False,41,False
1833,A,22,Medium,Fair,False,428,False
1834,A,58,Medium,Poor,False,509,False
1835,A,43,Medium,Excellent,False,809,True
1836,A,45,Medium,Fair,False,457,False
1837,B,19,Medium,Good,True,545,False
1838,A,67,High,Poor,True,426,True
1839,B,23,High,Good,True,373,False
1840,B,26,Medium,Fair,True,135,False
1841,A,50,Low,Excellent,False,114,False
1842,B,58,Medium,Excellent,False,243,False
1843,A,42,Low,Fair,True,150,False
1844,B,65,High,Excellent,False,161,False
1845,A,30,Medium,Excellent,False,243,False
1846,A,26,Low,Good,True,226,False
1847,A,70,Low,Good,True,48,False
1848,B,30,Medium,Fair,True,342,False
1849,B,48,Medium,Good,True,41,False
1850,B,58,Medium,Poor,True,110,False
1851,A,28,Low,Poor,False,359,True
1852,B,21,Medium,Excellent,True,499,False
1853,A,51,Medium,Fair,True,145,False
1854,B,55,High,Good,False,421,False
1855,A,63,Medium,Good,False,235,False
1856,A,21,Medium,Excellent,False,336,False
1857,A,55,Low,Excellent,True,296,True
1858,A,36,Very High,Fair,True,476,False
1859,B,23,Medium,Poor,False,470,False
1860,A,51,High,Fair,True,504,False
1861,B,35,Low,Poor,True,334,False
1862,A,30,Medium,Poor,False,31,False
1863,B,58,Low,Fair,False,549,False
1864,A,40,Medium,Good,False,311,False
1865,A,36,Very High,Good,False,36,False
1866,B,62,Medium,Fair,False,121,False
1867,A,28,Low,Good,True,338,False
1868,A,18,Low,Fair,True,540,False
1869,B,41,Medium,Poor,True,551,False
1870,B,71,Low,Good,True,498,True
1871,A,24,Low,Good,False,241,False
1872,A,42,High,Good,False,141,False
1873,B,38,Medium,Poor,False,37,False
1874,A,32,Medium,Good,True,226,False
1875,A,18,Very High,Good,True,506,False
1876,A,29,Low,Good,True,489,False
1877,B,75,Very High,Good,True,282,False
1878,B,24,Medium,Excellent,True,555,False
1879,A,32,High,Good,False,500,False
1880,A,38,Medium,Good,False,467,False
1881,A,36,High,Excellent,False,395,False
1882,B,46,Very High,Good,False,432,False
1883,A,42,Medium,Fair,False,333,False
1884,A,50,Very High,Good,True,265,False
1885,B,66,Medium,Fair,True,335,False
1886,A,49,Medium,Fair,True,507,False
1887,B,66,Medium,Good,False,708,True
1888,A,52,Medium,Excellent,False,522,True
1889,A,61,Low,Excellent,True,245,False
1890,A,55,Medium,Fair,False,568,False
1891,B,43,Medium,Good,False,164,True
1892,B,28,High,Fair,True,158,False
1893,B,52,High,Excellent,True,439,False
1894,A,25,Medium,Excellent,False,451,False
1895,B,63,Medium,Good,False,323,False
1896,A,31,Medium,Good,True,275,False
1897,A,27,Low,Good,False,423,False
1898,B,19,Low,Good,True,585,False
1899,A,63,Medium,Poor,False,115,False
1900,A,26,Medium,Good,False,585,False
1901,A,20,Very High,Good,False,461,False
1902,A,38,Medium,Good,False,404,False
1903,A,43,Medium,Fair,False,475,False
1904,B,25,Medium,Excellent,False,407,True
1905,A,65,Low,Fair,True,419,False
1906,B,19,Medium,Good,False,251,False
1907,B,23,Medium,Good,True,80,False
1908,A,45,Medium,Good,False,271,False
1909,A,70,Medium,Good,False,323,False
1910,A,46,Very High,Fair,False,592,False
1911,B,43,High,Fair,False,295,False
1912,A,42,Medium,Good,False,149,False
1913,B,29,Medium,Good,True,35,False
1914,A,22,Medium,Fair,False,277,False
1915,B,51,Low,Good,True,99,False
1916,A,65,Medium,Good,True,184,False
1917,A,54,Low,Good,True,619,True
1918,B,32,Medium,Good,False,411,False
1919,B,61,Medium,Fair,False,68,False
1920,A,53,Low,Poor,False,598,False
1921,B,32,Very High,Good,False,472,True
1922,A,60,Very High,Good,True,47,False
1923,B,65,High,Good,True,228,False
1924,B,40,Medium,Good,False,339,False
1925,A,23,High,Good,False,310,False
1926,A,63,Low,Excellent,False,381,False
1927,A,67,High,Good,True,181,False
1928,B,61,Low,Good,False,327,False
1929,B,60,High,Fair,False,312,True
1930,A,62,Medium,Fair,True,264,False
1931,A,38,High,Good,False,139,False
1932,B,40,Very High,Fair,False,209,False
1933,B,60,Low,Excellent,False,573,False
1934,B,72,Medium,Good,True,377,False
1935,A,33,Very High,Good,False,108,False
1936,A,64,Medium,Fair,True,54,False
1937,A,70,High,Poor,True,337,False
1938,B,32,Medium,Poor,False,38,False
1939,A,42,Medium,Fair,False,142,False
1940,B,53,Medium,Poor,True,86,False
1941,A,28,Low,Good,False,209,False
1942,B,68,High,Excellent,False,261,False
1943,B,32,Medium,Excellent,False,372,True
1944,B,21,Medium,Good,False,506,False
1945,A,38,Medium,Fair,False,94,False
1946,A,30,Medium,Excellent,False,605,True
1947,A,39,High,Excellent,True,484,False
1948,B,36,Very High,Fair,True,261,False
1949,B,51,Medium,Good,False,318,False
1950,B,31,High,Fair,False,242,False
1951,B,21,High,Good,False,287,False
1952,B,65,Medium,Excellent,True,559,False
1953,A,70,Very High,Poor,True,246,False
1954,B,69,Low,Excellent,False,258,False
1955,A,63,Low,Good,True,255,False
1956,A,44,High,Excellent,False,247,False
1957,B,46,Medium,Good,True,832,True
1958,A,64,High,Good,False,464,False
1959,A,45,High,Poor,False,147,False
1960,B,52,Low,Fair,True,431,False
1961,A,25,High,Poor,False,209,False
1962,B,33,Medium,Excellent,True,264,False
1963,A,59,Medium,Good,False,117,False
1964,A,53,Medium,Excellent,False,51,False
1965,A,47,Very High,Excellent,False,571,False
1966,A,35,Low,Poor,False,599,False
1967,B,19,Medium,Fair,False,338,False
1968,A,66,High,Poor,True,372,True
1969,B,30,High,Fair,True,465,False
1970,A,21,High,Fair,False,206,True
1971,B,43,Low,Good,False,168,False
1972,B,42,Medium,Fair,False,223,False
1973,B,47,Medium,Poor,False,215,False
1974,A,28,High,Fair,False,247,False
1975,A,24,Medium,Poor,False,193,False
1976,A,48,Low,Excellent,False,190,False
1977,B,61,Very High,Good,False,554,False
1978,A,27,Low,Excellent,False,837,True
1979,A,56,Very High,Fair,True,159,False
1980,B,30,High,Fair,True,122,False
1981,A,48,High,Good,True,71,False
1982,B,24,Medium,Fair,True,239,False
1983,A,73,Low,Fair,True,492,False
1984,A,66,High,Fair,False,891,True
1985,B,59,High,Poor,False,304,False
1986,A,59,High,Fair,False,308,False
1987,B,73,Low,Fair,False,280,False
1988,A,53,High,Good,True,339,False
1989,A,37,High,Poor,True,362,False
1990,B,21,High,Fair,True,60,False
1991,B,71,High,Good,False,169,False
1992,B,24,High,Poor,True,821,True
1993,A,71,Medium,Fair,True,575,False
1994,B,18,Low,Excellent,False,328,False
1995,A,61,Medium,Fair,False,559,True
1996,A,73,Low,Poor,True,86,False
1997,B,62,Medium,Good,False,141,False
1998,A,59,Medium,Fair,False,34,False
1999,B,64,Low,Good,False,439,False
2000,A,30,Medium,Good,False,443,False
